 20 57 32  304  3
 21 13 44  212  3
 21 20 36   52  2
 21 38 50  189  3
 21 49 39  303  2
 22  0 49  404  2
 22 14 11  192  1
 22 18 57  335  2
 22 21 15  459  3
 22 29 12  271  2
 22 31 17  379  2
 22 39 11  269  3
 22 46 30  104  1
 22 58 15  378  2
 23  1 17  175  3
 23  1 54  359  3
 23 18 31  400  2
 23 22 26  422  3
 23 36 26  255  2
 23 44 25  351  3
 23 50 53  410  3
 23 59 44  291  1
 24 12 22  169  2
 24 31 11   68  2
 24 41 45  115  3
 24 49 50  199  3
 25  1 10  274  1
 25 20 16  137  1
 25 28 39  387  1
 25 39 35   11  3
 25 39 11  295  3
 25 43 49  454  1
 25 58 24  443  2
 26 15 58  108  2
 26 22 58  153  2
 26 34 27  372  2
 26 43 46   49  2
 26 44 24  410  2
 26 49 32  329  3
 26 56 31  477  3
 27 15 53   77  3
 27 21 19  351  1
 27 28 14  460  2
 27 32 59  268  2
 27 42 54   69  3
 27 53 56  363  2
 28  0 24  167  2
 28  4 10  100  2
 28 23 31   97  2
 28 31 44  476  1
 28 32 25  419  1
 28 34 43    5  1
 28 48  5  167  2
 28 50 39  215  1
 28 52 44  325  3
 29  0 46  256  2
 29  2 59  203  3
 29  8 43  161  3
 29 23 55   70  3
 29 29 24   35  3
 29 47 28  487  1
 29 48 24  314  2
 29 54 39  402  3
 30 13 10  417  3
 30 13 37  447  3
 30 21 56  156  1
 30 37 21  340  1
 30 49 25  313  1
 31  1 58  257  2
 31  5 56   12  1
 31 17 14  156  2
 31 20 31  255  1
 31 25 12  232  2
 31 27 28  147  2
 31 36 31   46  1
 31 41 31  264  3
 31 47 52  360  1
 32  2  6  129  1
 32 21 45  193  3
 32 27 56  178  3
 32 29 28  388  2
 32 30  7  124  1
 32 38 52  356  1
 32 42  6   48  1
 32 50 29  497  3
 32 53 47   24  3
 33  9  7  474  1
 33 20 34  133  1
 33 22 58   57  3
 33 22 48  280  2
 33 30 29  290  3
 33 31  9  329  2
 33 35 51   24  1
 33 54 58  491  2
 34 11  0  114  2
 34 30 32    1  2
 34 35 50  272  2
 34 42 28  274  1
 34 47 49  488  3
 34 48 12   43  1
 35  4 30  417  2
 35  4 49   92  1
 35 13 37   47  2
 35 21 31  471  3
 35 37 35  417  2
 35 52 18   76  3
 36  4  5  245  3
 36  7 25   57  2
 36 23 47  468  2
 36 23 17  396  2
